session_id,site1,site2,site3,site4,site5,site6,site7,site8,site9,site10,user_id
5919,61,61,61,728,612,887,2833,4288,61,63,0127
5920,63,63,63,63,63,2,2,2,140,2,0127
5921,32,32,32,32,32,12,12,57,57,260,0127
5922,68,12,57,1048,4116,991,4118,12,68,12,0127
5923,303,100,22,79,101,44,234,303,6,79,0127
5924,100,6,17,22,5,100,79,18,303,101,0127
5925,100,79,234,18,5,17,10,40,100,40,0127
5926,20,20,10,1122,100,529,20,6,529,699,0127
5927,20,79,79,10,6,79,529,12,79,79,0127
5928,699,79,79,529,79,699,12,699,699,699,0127
5929,699,699,79,194,194,68,194,12,68,68,0127
5930,68,529,12,194,12,12,151,104,151,12,0127
5931,210,12,32,260,194,57,57,12,104,194,0127
5932,12,12,104,262,262,262,262,12,262,262,0127
5933,262,262,262,262,262,262,262,262,63,63,0127
5934,63,63,63,63,63,2424,31,101,2424,40,0127
5935,101,3045,1950,63,1050,2424,1050,40,63,31,0127
5936,12,12,12,1050,1050,101,1950,40,63,63,0127
5937,4114,2,3,40,40,40,1050,262,12,68,0127
5938,12,399,68,57,12,32,56,177,249,56,0127
5939,56,485,485,455,703,192,485,485,44,762,0127
5940,1284,244,733,574,2401,574,1284,5,485,5,0127
5941,110,485,485,485,485,762,994,994,994,994,0127
5942,994,994,994,994,994,994,994,43,2,2,0127
5943,3,6,2,2,63,3,6,63,63,63,0127
5944,63,2,2,140,2,32,32,32,32,32,0127
5945,32,32,63,2,12,12,57,12,57,2,0127
5946,260,68,2,68,68,68,2378,12,2,44,0127
5947,18,6,17,5,2378,839,2,839,839,12,0127
5948,3,3,324,2,839,12,433,433,22,2383,0127
5949,12,17,2378,44,2383,5,22,18,6,10,0127
5950,20,2383,22,6,433,20,2,839,4409,1948,0127
5951,3080,3080,1948,433,12,433,10,12,12,12,0127
5952,104,12,12,262,262,262,104,433,12,12,0127
5953,12,262,104,12,63,151,839,839,839,839,0127
5954,151,12,324,324,303,22,100,17,100,79,0127
5955,101,44,303,234,5,18,40,20,20,10,0127
5956,6,17,6,10,79,303,234,101,5,22,0127
5957,18,100,100,20,20,10,40,6,100,234,0127
5958,79,100,6,100,79,79,100,234,79,100,0127
5959,79,79,63,63,63,57,63,63,63,12,0127
5960,12,399,12,57,32,56,177,56,56,56,0127
5961,56,304,56,32,32,32,110,110,68,57,0127
5962,12,1970,1499,4329,1458,2411,2411,4352,4383,2989,0127
5963,2989,2411,2990,2990,2961,1960,1499,12,1970,150,0127
5964,12,1960,3018,12,4304,701,31,701,308,1487,0127
5965,1051,535,31,12,104,701,31,1051,470,261,0127
5966,261,308,1049,308,261,261,1487,535,470,308,0127
5967,261,1049,641,1951,261,128,700,5,246,2,0127
5968,545,3,261,2,308,261,641,470,3,700,0127
5969,261,342,3,545,261,470,3,3,261,700,0127
5970,1397,2,1822,545,641,261,261,470,3,2,0127
5971,700,203,545,308,261,700,2,3,261,641,0127
5972,470,203,193,545,333,308,641,470,261,700,0127
5973,308,261,3,2,545,308,12,261,308,1049,0127
5974,641,700,2,3,261,308,470,545,470,261,0127
5975,700,261,343,3,2,545,261,2,128,470,0127
5976,3,641,308,261,700,293,545,193,2980,470,0127
5977,641,308,261,545,2,3,700,261,261,308,0127
5978,261,470,641,308,2,3,308,700,545,12,0127
5979,104,3066,2380,3066,12,1489,1129,1129,2380,1489,0127
5980,890,890,1129,3,3011,2,2380,989,12,989,0127
5981,1130,1211,4207,31,1211,12,158,1335,181,3,0127
5982,2,4224,855,863,863,851,855,258,258,366,0127
5983,366,890,890,890,2,3,890,4206,890,1129,0127
5984,890,2,3,890,4209,217,181,158,5,12,0127
5985,2,3,181,3,2,158,4260,212,158,2,0127
5986,181,3,158,181,3,2,4275,3,2,158,0127
5987,181,4238,3,2,2,2,181,3,2,3,0127
5988,2,4241,366,366,6,366,1243,181,1243,158,0127
5989,6,6,5,3,2,158,181,2,3,158,0127
5990,181,2,6,3,4257,739,739,538,538,158,0127
5991,181,3,2,3,2,158,181,158,181,3,0127
5992,2,158,181,3,2,3,2,181,4250,158,0127
5993,158,3,2,181,4220,3,2,158,181,4259,0127
5994,366,366,181,5,3,2,158,6,3,181,0127
5995,2,158,158,181,3,2,4225,227,158,3,0127
5996,2,181,4212,1381,1381,181,2,3,158,4234,0127
5997,350,350,350,415,415,12,158,181,3,2,0127
5998,4232,2,3,181,158,4210,158,181,3,2,0127
5999,3,158,181,2,181,2,3,158,4222,548,0127
6000,548,855,158,3,181,2,4264,2,158,181,0127
6001,3,212,4214,212,2,3,181,158,4277,2,0127
6002,158,181,3,4254,158,181,5,3,2,3,0127
6003,2,181,158,158,181,3,2,6,4244,1155,0127
6004,2106,217,217,217,813,813,158,3,2,181,0127
6005,4213,562,562,851,212,158,181,4226,813,3,0127
6006,2,4228,6,562,227,227,2,158,181,3,0127
6007,4229,739,1079,181,158,12,158,4278,3,2,0127
6008,4233,602,602,158,3,181,217,6,2,4242,0127
6009,2097,2097,158,181,3,2,158,181,2,3,0127
6010,4211,158,181,2,3,4272,415,415,1807,1807,0127
6011,863,1807,859,859,158,181,5,3,2,4261,0127
6012,181,3,158,2,181,3,2,6,158,4269,0127
6013,158,181,3,2,4265,158,181,3,2,4262,0127
6014,158,4381,12,5,12,989,12,989,1211,12,0127
6015,4372,12,1051,308,12,3022,12,4449,3046,12,0127
6016,1130,2376,150,3046,433,12,57,32,3022,56,0127
6017,177,56,56,433,2372,433,56,56,56,135,0127
6018,135,455,44,761,135,571,433,571,135,5,0127
6019,571,2372,761,2372,192,2,2,3,6,3,0127
6020,6,2,2,140,32,32,32,32,32,12,0127
6021,57,68,12,57,68,143,110,110,68,12,0127
6022,143,43,143,12,1129,1489,57,1489,890,22,0127
6023,1129,5,3,2,3011,890,4208,20,859,851,0127
6024,859,227,227,890,890,20,12,194,12,57,0127
6025,32,104,57,56,249,56,177,56,304,32,0127
6026,32,260,104,104,57,68,1426,194,194,433,0127
6027,433,433,433,433,12,433,433,12,12,433,0127
6028,12,194,303,22,100,79,44,303,234,101,0127
6029,100,101,22,303,6,12,79,79,18,100,0127
6030,6,17,5,6,10,79,17,234,5,100,0127
6031,18,79,6,40,40,20,20,10,100,234,0127
6032,20,20,100,100,433,79,100,79,104,104,0127
6033,79,32,12,57,12,177,56,56,79,100,0127
6034,100,79,79,100,79,100,100,234,79,79,0127
6035,18,234,79,22,100,101,17,5,79,40,0127
6036,6,2,20,2,2,2,2,63,6,63,0127
6037,63,32,32,63,63,2,63,63,2,2,0127
6038,1504,1504,3,2,3,32,12,260,260,68,0127
6039,57,57,57,68,194,151,262,262,262,111,0127
6040,111,111,111,1504,1504,1504,1504,104,104,151,0127
6041,12,399,12,57,1213,143,57,68,32,143,0127
6042,68,56,56,177,56,1098,135,912,455,1401,0127
6043,912,135,1098,135,110,761,135,135,249,703,0127
6044,135,761,135,135,571,135,135,135,135,135,0127
6045,135,135,135,135,135,135,135,2,2,2,0127
6046,4196,43,2,2,6,3,2,2,6,3,0127
6047,2,140,32,32,32,32,32,12,43,57,0127
6048,12,57,12,260,57,12,12,68,12,68,0127
6049,22,234,100,101,303,44,79,22,101,100,0127
6050,234,303,6,6,17,18,79,100,22,5,0127
6051,234,234,10,40,100,6,6,79,18,5,0127
6052,17,20,12,701,40,20,701,701,701,20,0127
6053,31,701,701,20,79,79,12,12,10,1682,0127
6054,1682,1682,1682,1682,12,578,12,578,262,151,0127
6055,104,151,12,578,104,578,2,2,2,63,0127
6056,2,63,63,63,63,63,63,12,12,399,0127
6057,12,32,57,249,56,249,177,56,56,135,0127
6058,455,135,135,703,761,135,22,17,761,5,0127
6059,18,571,177,56,249,20,56,620,352,620,0127
6060,352,352,352,1566,352,1566,352,571,571,4287,0127
6061,571,110,620,177,56,1114,1312,1196,56,43,0127
6062,2,2,6,3,6,3,2,25,25,25,0127
6063,25,25,25,25,25,25,25,25,25,25,0127
6064,25,25,25,25,2,25,25,25,25,25,0127
6065,25,25,25,25,2,25,25,2,2,2,0127
6066,4325,2,25,25,25,25,60,60,60,265,0127
6067,3,61,93,93,93,93,61,549,61,43,0127
6068,81,351,505,43,39,69,160,39,69,160,0127
6069,69,551,219,219,219,2,43,2,2,140,0127
6070,32,32,32,32,32,32,32,12,12,12,0127
6071,260,57,303,234,100,22,44,101,79,12,0127
6072,57,68,57,12,18,17,6,79,100,79,0127
6073,5,22,234,100,6,57,68,10,100,40,0127
6074,20,151,262,262,104,151,20,79,1978,1978,0127
6075,1294,40,179,101,83,83,79,10,83,83,0127
6076,79,83,1099,83,12,83,83,79,83,83,0127
6077,79,83,83,83,83,83,79,83,83,12,0127
6078,83,83,83,79,83,83,83,83,79,83,0127
6079,83,83,83,83,79,83,83,12,83,83,0127
6080,79,83,83,83,83,79,12,83,83,83,0127
6081,83,79,79,83,83,12,83,83,83,79,0127
6082,79,83,83,83,83,79,83,83,79,12,0127
6083,79,12,1048,12,991,12,83,83,79,83,0127
6084,83,79,83,79,12,83,83,79,83,83,0127
6085,83,83,83,79,83,83,83,83,83,83,0127
6086,79,83,83,12,57,83,83,79,83,83,0127
6087,83,83,79,79,83,83,79,83,83,12,0127
6088,83,83,83,79,83,83,83,12,83,83,0127
6089,79,83,83,83,79,83,12,83,83,83,0127
6090,83,79,83,83,83,83,79,83,83,83,0127
6091,79,79,83,12,83,83,83,79,83,83,0127
6092,83,83,83,83,79,83,83,83,83,79,0127
6093,83,83,12,83,83,83,79,79,83,83,0127
6094,83,83,83,79,83,12,83,79,79,83,0127
6095,83,83,83,79,83,83,83,83,83,83,0127
6096,79,83,83,83,83,79,83,83,12,83,0127
6097,83,83,83,83,79,83,83,83,83,83,0127
6098,79,83,83,83,57,83,83,83,79,83,0127
6099,83,12,83,83,83,79,83,83,83,83,0127
6100,79,83,83,79,12,79,79,79,83,12,0127
6101,83,83,83,79,83,83,83,79,83,83,0127
6102,83,79,83,12,12,83,83,79,83,83,0127
6103,83,83,83,79,79,83,83,79,83,12,0127
6104,83,83,83,79,83,83,83,83,83,83,0127
6105,79,83,83,83,83,83,79,83,83,12,0127
6106,83,83,79,83,83,83,83,83,83,83,0127
6107,83,79,83,83,83,79,83,83,12,79,0127
6108,83,83,57,83,83,79,83,83,79,12,0127
6109,79,12,12,32,12,57,32,32,32,32,0127
6110,12,68,260,260,57,57,68,57,143,68,0127
6111,12,104,57,104,57,143,12,69,69,160,0127
6112,3,61,39,2,2,3,6,3,2,6,0127
6113,2,140,140,32,32,32,32,43,81,69,0127
6114,160,69,39,39,2,2,3,6,2,2,0127
6115,3,140,6,140,32,32,32,32,32,12,0127
6116,57,57,68,68,12,68,110,12,110,111,0127
6117,111,111,862,57,862,43,12,12,69,69,0127
6118,160,52,67,15,72,15,1016,1016,210,1016,0127
6119,15,2,140,52,140,32,52,80,52,32,0127
6120,262,32,52,52,52,52,15,110,68,537,0127
6121,57,12,2,6,3,39,37,24,80,12,0127
6122,85,85,12,52,12,12,12,12,57,12,0127
6123,12,12,12,37,24,24,12,12,12,57,0127
6124,12,12,12,12,12,12,52,57,52,52,0127
6125,701,52,701,701,31,5,72,15,399,52,0127
6126,52,110,1955,32,80,56,56,177,56,135,0127
6127,135,218,135,703,455,5,762,44,135,135,0127
6128,762,68,140,399,32,52,80,32,262,32,0127
6129,52,260,52,194,296,303,22,100,100,17,0127
6130,101,79,234,18,303,79,234,22,5,15,0127
6131,100,57,107,40,234,100,100,234,143,194,0127
6132,68,20,31,32,56,177,56,57,6,10,0127
6133,433,12,39,43,2,2,3,6,2,140,0127
6134,2,6,3,32,32,32,32,12,12,57,0127
6135,68,57,12,399,57,1955,68,68,143,32,0127
6136,68,68,143,56,177,56,93,93,2,93,0127
6137,2,3,6,2,6,140,3,2,140,32,0127
6138,32,32,32,12,260,57,57,68,12,68,0127
6139,57,68,4119,4120,194,194,12,303,79,234,0127
6140,303,44,22,100,101,6,100,79,17,234,0127
6141,79,18,22,100,5,10,6,100,20,192,0127
6142,40,194,43,194,20,100,303,101,79,6,0127
6143,10,17,79,18,5,40,303,100,101,79,0127
6144,5,17,18,79,79,40,12,32,57,56,0127
6145,20,177,56,56,135,135,703,135,177,56,0127
6146,403,6,254,56,304,32,32,69,69,160,0127
6147,69,68,68,403,110,57,12,143,68,110,0127
6148,12,143,12,12,12,12,12,12,12,57,0127
6149,12,12,12,12,12,12,12,57,12,12,0127
6150,12,12,12,12,12,57,43,2,140,32,0127
6151,32,2,2,2,1681,1681,2,2,2434,2434,0127
6152,2434,2,2,361,729,361,2,2422,2,4146,0127
6153,2,4398,2,80,67,67,575,3,61,93,0127
6154,93,81,43,61,61,549,61,61,41,728,0127
6155,61,61,3,2,3,6,728,2,6,3,0127
6156,2,140,140,32,32,32,32,32,32,43,0127
6157,2,2,6,3,6,2,2,3,140,140,0127
6158,32,32,32,32,32,12,57,57,68,68,0127
6159,12,12,57,68,110,151,110,12,111,111,0127
6160,111,151,399,12,32,57,12,56,56,177,0127
6161,56,135,135,44,5,43,135,93,93,93,0127
6162,93,93,93,93,93,93,93,93,93,93,0127
6163,93,114,114,561,114,43,114,114,114,93,0127
6164,93,93,93,2,3,6,2,140,3,6,0127
6165,2,140,32,32,32,32,32,12,260,57,0127
6166,57,68,12,68,57,194,143,12,143,12,0127
6167,194,57,12,60,60,60,60,265,39,93,0127
6168,93,2,6,3,2,2,6,3,140,140,0127
6169,32,32,32,43,32,12,260,57,57,12,0127
6170,68,68,68,57,101,40,1978,1978,1294,179,0127
6171,40,83,83,83,83,83,83,83,83,83,0127
6172,83,83,12,100,303,22,6,17,101,18,0127
6173,22,234,303,44,79,100,79,10,100,5,0127
6174,6,20,100,40,20,79,6,10,79,79,0127
6175,12,79,12,79,104,104,104,433,433,104,0127
6176,79,194,399,12,57,12,68,143,1213,68,0127
6177,32,143,68,56,237,237,177,56,433,93,0127
6178,93,2,2,2,63,63,63,63,56,4198,0127
6179,79,63,63,63,63,63,63,79,56,304,0127
6180,32,32,32,32,79,260,68,104,12,63,0127
6181,63,68,79,57,399,12,57,12,32,56,0127
6182,143,68,237,56,177,56,79,79,39,43,0127
6183,2,2,2,3,3,2,62,2,54,142,0127
6184,54,86,54,86,62,62,2,140,2,140,0127
6185,140,32,32,32,32,32,32,12,12,2,0127
6186,57,2,57,12,12,68,3,68,12,12,0127
6187,12,110,110,12,12,143,143,3,2,12,0127
6188,143,12,151,104,12,104,104,12,4175,1980,0127
6189,2,399,12,32,57,56,57,2,63,2,0127
6190,63,63,63,177,56,249,56,63,63,63,0127
6191,63,63,63,63,63,63,56,56,304,32,0127
6192,32,2,2,2,3070,3070,32,12,12,12,0127
6193,12,57,12,12,68,260,260,57,68,12,0127
6194,2,12,12,151,151,12,2,63,63,63,0127
6195,111,63,111,63,12,111,111,399,12,57,0127
6196,1213,68,143,68,143,32,56,56,177,56,0127
6197,304,32,32,32,260,12,57,12,68,68,0127
6198,12,12,12,111,12,399,32,56,57,177,0127
6199,56,56,2,62,54,54,62,54,86,62,0127
6200,2,2,1219,397,274,1035,397,2408,274,661,0127
6201,397,2408,1496,274,1457,681,1219,561,1439,53,0127
6202,31,2799,581,274,1179,2408,22,3013,1182,681,0127
6203,569,1219,1035,1182,274,274,397,274,692,1035,0127
6204,569,397,692,1219,275,4363,521,274,681,210,0127
6205,681,521,692,2,6,1219,1439,1219,274,53,0127
6206,681,561,3013,6,1182,692,569,1182,681,6,0127
6207,521,561,1219,1219,681,1182,10,692,10,681,0127
6208,10,692,2,2,1138,530,31,530,31,530,0127
6209,3001,530,530,1138,530,5,22,246,530,530,0127
6210,1046,1046,530,1264,5,530,1046,246,73,530,0127
6211,1046,22,44,214,87,530,20,20,6,1138,0127
6212,5,56,18,5,17,87,1138,530,3001,530,0127
6213,1138,1046,5,246,73,1046,20,214,87,734,0127
6214,18,17,5,5,87,530,246,5,20,246,0127
6215,2,2,886,886,886,886,886,56,56,304,0127
6216,32,32,32,2,260,12,2,68,12,57,0127
6217,68,12,12,111,111,12,12,2,1131,2,0127
6218,1215,1131,1215,1215,1215,1131,1215,2371,1215,12,0127
6219,12,12,5,12,12,12,63,1131,1215,1215,0127
6220,63,63,63,63,2,2,3,12,2,12,0127
6221,2,12,2,1216,2,1216,1131,1216,1216,1216,0127
6222,1216,1216,2371,63,63,63,12,12,12,63,0127
6223,63,63,63,12,63,12,12,12,12,12,0127
6224,12,1131,1216,63,63,2,1330,1965,2,679,0127
6225,3,207,207,12,3,679,207,12,207,3,0127
6226,12,12,1330,3,12,1330,1330,612,1330,612,0127
6227,579,6,579,655,1616,655,612,5,579,22,0127
6228,1965,6,207,207,20,6,3,207,63,63,0127
6229,63,12,12,12,12,12,12,12,12,433,0127
6230,12,433,433,433,433,433,12,12,303,100,0127
6231,100,22,79,433,433,433,433,6,100,6,0127
6232,433,100,101,79,79,100,79,79,100,44,0127
6233,100,234,303,100,79,100,17,5,79,18,0127
6234,100,22,40,100,6,6,20,10,20,12,0127
6235,433,10,12,12,12,12,12,433,57,399,0127
6236,32,12,56,57,177,56,56,304,32,32,0127
6237,2,63,63,63,63,207,2,2,2,6,0127
6238,3,2,140,6,3,2,32,32,2,2,0127
6239,32,43,32,12,12,57,57,260,260,12,0127
6240,57,68,68,12,68,12,151,111,111,151,0127
6241,4115,4117,111,111,12,111,111,2,2,3,0127
6242,2,3,2,63,63,63,63,63,63,63,0127
6243,63,63,12,68,68,111,111,12,68,63,0127
6244,63,12,104,104,111,111,104,104,12,12,0127
6245,63,2,2,104,324,324,104,104,2,2,0127
6246,1702,2,44,1702,17,5,18,2,6,3,0127
6247,5,1702,10,6,12,6,10,1962,1702,1962,0127
6248,1702,1962,1962,12,399,1213,57,143,3,68,0127
6249,3,68,68,3,5,140,68,32,260,68,0127
6250,104,2,2375,2,146,610,171,102,84,1042,0127
6251,102,102,2992,4168,1042,192,171,84,2375,171,0127
6252,102,5,84,31,1495,102,146,2375,102,774,0127
6253,5,18,6,22,146,17,125,53,10,22,0127
6254,20,774,6,22,13,38,19,68,2365,171,0127
6255,455,20,5,4123,4164,1495,5,18,2365,17,0127
6256,53,20,171,1952,2384,4147,87,1952,4150,1952,0127
6257,5,53,18,6,17,87,2365,171,4187,4189,0127
6258,17,18,5,53,2992,4136,171,1612,1612,18,0127
6259,5,53,17,4177,4149,1952,171,171,53,5,0127
6260,18,17,2977,4152,106,2863,2977,53,18,5,0127
6261,17,171,4143,4179,2364,171,4151,2739,4153,171,0127
6262,4178,4148,4186,4124,4137,2711,171,171,20,2,0127
6263,1127,1506,610,1412,2,17,6,18,4306,106,0127
6264,5,774,1127,10,6,17,1412,610,1506,18,0127
6265,13,19,38,5,1506,19,6,5,128,3061,0127
6266,1127,18,17,4450,5,1506,464,2980,251,246,0127
6267,57,143,1127,4292,12,610,6,18,4404,3043,0127
6268,17,44,3,2,1506,1412,5,5,4348,1127,0127
6269,17,18,5,6,174,3043,17,18,610,1127,0127
6270,1412,5,6,6,6,1506,5,1127,12,17,0127
6271,18,5,1412,17,18,1127,6,610,5,5,0127
6272,1127,2972,4125,4165,171,2,2,5,6,2972,0127
6273,6,17,53,18,5,87,20,87,12,13,0127
6274,13,8,1,8,2982,171,2982,73,464,2967,0127
6275,2978,2978,171,4167,87,73,2364,2364,4121,87,0127
6276,3061,2,166,2,166,166,166,2930,288,127,0127
6277,127,166,44,6,5,166,166,127,5,17,0127
6278,20,18,4202,166,288,127,18,17,5,20,0127
6279,10,6,5,20,288,166,127,166,18,5,0127
6280,17,127,6,20,5,127,166,166,288,127,0127
6281,127,18,127,6,20,17,5,166,127,288,0127
6282,17,5,18,127,127,6,20,5,166,127,0127
6283,288,12,127,6,20,17,5,18,127,288,0127
6284,166,127,20,5,17,18,5,6,20,127,0127
6285,17,5,18,5,6,20,166,288,127,6,0127
6286,17,20,127,18,5,127,166,288,127,127,0127
6287,20,6,127,18,5,17,127,166,288,127,0127
6288,127,5,17,18,6,5,127,20,166,288,0127
6289,127,17,6,18,5,20,12,166,127,288,0127
6290,18,5,17,6,5,20,127,5,17,6,0127
6291,18,127,20,18,5,6,17,20,12,2,0127
6292,12,2,2,1706,2,1706,57,12,12,61,0127
6293,61,25,549,61,25,25,25,25,41,25,0127
6294,12,12,32,57,56,249,177,56,56,304,0127
6295,32,32,32,57,68,110,110,68,12,143,0127
6296,12,12,12,12,12,12,57,12,43,93,0127
6297,93,2,61,3,2,6,3,3,6,2,0127
6298,81,43,39,2,417,5,1343,2964,6,2,0127
6299,3004,1343,203,3,1343,174,203,174,3,2,0127
6300,4154,2997,2,249,249,2997,5,2,4170,2,0127
6301,93,93,93,93,61,61,549,61,25,61,0127
6302,25,25,25,25,93,2,2,2,891,1093,0127
6303,891,891,891,891,2,1391,2,1391,2,2,0127
6304,2,1488,1956,2,2996,1979,1985,516,3030,1985,0127
6305,4194,1956,1979,31,1985,31,516,3030,712,4195,0127
6306,2996,1979,1956,1488,1488,1571,237,1488,353,4347,0127
6307,1669,1336,5,17,18,44,1336,1336,1336,1336,0127
6308,5,18,1336,17,18,17,1336,1669,5,1488,0127
6309,1979,4298,1985,237,245,712,1571,1956,1488,4193,0127
6310,1441,2,54,62,62,142,54,86,2,1126,0127
6311,2,667,294,1135,667,1135,534,31,2,294,0127
6312,474,294,534,667,534,667,294,474,534,31,0127
6313,667,294,667,294,534,474,474,294,667,294,0127
6314,1135,667,294,534,474,1135,474,534,667,294,0127
6315,1135,474,667,667,1126,1126,294,1126,1126,1126,0127
6316,1126,1126,294,1135,534,294,1135,474,534,474,0127
6317,667,474,294,667,294,1135,667,294,534,474,0127
6318,667,1135,294,534,667,294,474,93,93,210,0127
6319,93,61,93,61,2,61,2,140,140,32,0127
6320,32,194,32,32,32,12,260,57,12,68,0127
6321,68,57,68,2,1700,2,1700,12,1700,1700,0127
6322,2,4318,2,4314,2,12,2,2,3008,31,0127
6323,340,119,1683,2,2998,676,130,22,44,1683,0127
6324,340,17,20,10,6,18,5,340,340,340,0127
6325,12,340,53,20,2,820,820,820,2,12,0127
6326,820,12,448,294,534,448,448,474,448,448,0127
6327,474,294,448,294,448,474,474,294,448,93,0127
6328,12,61,61,61,25,25,25,25,25,25,0127
6329,25,25,25,25,25,25,25,25,25,25,0127
6330,25,25,25,25,12,57,12,12,12,32,0127
6331,57,12,56,249,177,56,39,2,2,140,0127
6332,2,32,32,32,32,12,2,2,2,57,0127
6333,68,68,68,68,110,110,43,68,12,399,0127
6334,1955,57,143,61,61,2,68,57,143,61,0127
6335,41,32,56,56,304,2,304,143,68,143,0127
6336,143,32,32,32,32,2,597,2,4378,4173,0127
6337,5,12,32,597,597,597,57,597,597,68,0127
6338,260,597,68,5,597,5,597,597,5,2,0127
6339,597,2,597,1338,1947,44,18,2,1338,17,0127
6340,3,597,44,1947,1338,3,1338,2,18,17,0127
6341,3,44,1338,1947,3,2,1338,3,1338,18,0127
6342,2,17,44,1947,12,5,597,2,2,63,0127
6343,2,63,63,63,63,63,63,63,63,63,0127
6344,63,63,63,63,63,63,210,63,63,12,0127
6345,151,761,111,63,111,111,111,63,63,63,0127
6346,151,12,597,597,597,597,597,597,63,63,0127
6347,597,5,63,63,12,111,111,63,63,111,0127
6348,111,12,597,63,63,2398,2398,111,111,12,0127
6349,63,63,63,2398,63,761,12,111,111,63,0127
6350,63,111,111,63,63,111,111,12,63,63,0127
6351,12,12,111,111,111,63,63,63,63,63,0127
6352,63,730,730,730,730,12,730,730,730,730,0127
6353,730,12,730,730,57,57,12,730,730,730,0127
6354,730,730,12,111,111,63,63,63,63,63,0127
6355,63,12,111,111,730,57,12,12,32,57,0127
6356,56,177,56,3,43,81,2,2,3,6,0127
6357,2,3,6,2,140,140,32,32,32,32,0127
6358,32,32,2,25,2,25,25,25,25,2,0127
6359,25,25,25,25,25,25,25,25,25,25,0127
6360,25,25,25,25,60,60,266,266,43,2,0127
6361,2,2,6,3,6,2,3,140,2,2,0127
6362,140,266,2,2,63,2,63,63,32,32,0127
6363,32,32,32,12,12,57,57,68,12,260,0127
6364,57,260,12,68,303,100,79,44,101,303,0127
6365,234,22,57,6,100,79,18,17,5,22,0127
6366,10,40,6,63,100,63,20,63,20,151,0127
6367,79,79,111,111,111,10,6,100,63,63,0127
6368,63,63,63,838,63,838,151,838,838,838,0127
6369,838,79,79,838,838,838,838,12,63,63,0127
6370,63,838,79,12,399,12,57,1213,68,143,0127
6371,143,4357,4355,4354,143,32,56,177,56,39,0127
6372,2,2,2,6,3,39,3,2,6,2,0127
6373,2,432,2,432,5,2,2,3,2,6,0127
6374,2,2,3,432,1625,6,2,3,6,2,0127
6375,432,2,3,1494,5,3,799,6,2,10,0127
6376,3,1494,799,6,10,926,1475,1204,381,726,0127
6377,883,726,381,1205,1122,2388,3,2,883,3,0127
6378,5,378,3,2,726,1122,926,529,381,883,0127
6379,2,1205,3,926,1475,1204,726,1205,378,3,0127
6380,2,529,699,2,2307,2306,1315,1461,4280,2,0127
6381,2976,1315,161,161,2,6,3,4393,529,529,0127
6382,529,699,529,529,699,529,699,529,699,529,0127
6383,699,529,529,699,529,699,529,926,3,381,0127
6384,2,378,2,3,6,5,10,3,2,3,0127
6385,799,6,929,1326,929,1326,203,464,342,5,0127
6386,18,130,1854,22,44,1326,17,929,6,535,0127
6387,20,98,128,1326,5,211,648,5,481,211,0127
6388,745,456,648,481,929,246,929,529,1122,929,0127
6389,529,529,699,5,3,53,6,10,6,2,0127
6390,381,926,3,381,2,378,3,251,6,5,0127
6391,3,6,10,3,6,1983,799,2,4330,3,0127
6392,4410,1983,3033,1983,3033,5,3,174,2,1983,0127
6393,174,6,5,3,3,10,799,6,757,757,0127
6394,3,757,2,2,3,757,2,757,3,5,0127
6395,3,6,22,100,799,10,6,101,79,100,0127
6396,234,303,44,5,18,100,17,6,40,6,0127
6397,10,1122,100,3065,20,6,529,3065,529,100,0127
6398,17,6,3,5,6,3,10,3,6,2,0127
6399,2965,2965,4172,2735,17,18,5,18,17,18,0127
6400,17,130,130,22,53,149,17,18,17,18,0127
6401,204,204,514,204,149,20,46,149,149,22,0127
6402,46,31,4141,17,18,18,17,17,18,31,0127
6403,46,2,3,314,6,314,2,636,3,40,0127
6404,2,637,40,857,636,637,18,6,17,636,0127
6405,637,3,636,637,214,3,10,5,636,87,0127
6406,6,637,2251,431,468,20,10,46,40,637,0127
6407,6,468,431,637,20,40,40,3,87,2,0127
6408,6,3,40,1497,1497,1497,1497,2970,758,758,0127
6409,46,758,4369,740,725,725,628,1666,199,628,0127
6410,983,628,725,1666,2970,1497,1497,6,1139,3086,0127
6411,3,2,6,17,1139,18,5,1139,22,20,0127
6412,6,10,22,758,6,46,758,46,628,758,0127
6413,46,758,758,758,758,758,758,758,758,46,0127
6414,2387,758,2387,758,2387,46,46,46,2,53,0127
6415,46,2,3,6,2,103,1323,3,136,1691,0127
6416,2,616,1691,103,1668,3,3,15,105,1691,0127
6417,105,2,6,3,3,6,2,4184,2,2403,0127
6418,103,103,2403,1323,103,103,15,344,105,526,0127
6419,2403,103,1323,103,15,105,3,2,1982,3,0127
6420,1982,2,1982,3,2,2,6,3,1982,2,0127
6421,2,3,6,4366,2,6,2,3,4405,2,0127
6422,3,2,6,3,2,3084,2,6,2,3,0127
6423,6,2,2,2,39,3,43,81,266,453,0127
6424,453,420,420,43,2,2,3,6,2,6,0127
6425,3,1343,2,3004,1343,2964,5,194,6,1343,0127
6426,417,194,192,1343,2,891,2,891,1093,2,0127
6427,2,25,25,25,25,25,25,25,25,25,0127
6428,2,25,2,2,448,448,294,474,448,294,0127
6429,474,448,294,474,534,448,25,25,25,25,0127
6430,25,25,25,25,25,25,25,25,25,25,0127
6431,25,25,25,25,25,25,25,2,2,891,0127
6432,891,2,565,2,515,565,515,5,6,515,0127
6433,6,6,10,10,128,2979,2979,266,453,420,0127
